Country Name,Series Name,1998,2000,2002,2004,2012,2014,2016,2018,2020,2021,Continent,Region
Turkey,Imports of goods and services (current US$),54446105868.8147,61644757197.6967,54963389065.8174,103041198807.436,250693758574.61,268172001782.043,219551179629.814,244451787134.454,233810710699.001,292006667158.424,Asia,Asia
Turkey,Exports of goods and services (current US$),57032056003.0687,54534716890.595,60315855891.7197,96595956015.4332,214511242594.655,236668096321.682,200755653918.744,242516402120.785,206374012981.455,288570559148.63,Asia,Asia
United Kingdom,GDP (current US$),1653391851606.49,1662127402027.54,1784076738609.11,2421814353716.59,2719158341005.79,3087165602962.86,2722851958486.23,2900791442554.06,2756900214107.32,3186859739185.02,Europe,Europe
United Kingdom,GDP growth (annual %),3.15397337529933,3.6723691050331,2.12322277320661,2.35562976182804,1.46988752075868,2.99116481375781,2.26346353784494,1.65092549602133,-9.27041083453351,7.44127309273938,Europe,Europe
United Kingdom,GDP per capita (current US$),28269.322509823,28223.0675706515,30049.8963232066,40371.7108259838,42686.8000524926,47787.2412984884,41499.5557033073,43646.9519711493,41098.0786527828,47334.3553149875,Europe,Europe
United Kingdom,"Inflation, consumer prices (annual %)",1.82056163731558,1.18295624210404,1.52040245947458,1.39039756680426,2.57323479654528,1.45112016293279,1.00841736811403,2.29283990345939,0.98948670377243,2.51837109614205,Europe,Europe
United Kingdom,"Population, total",58487141,58892514,59370479,59987905,63700215,64602298,65611593,66460344,67081000,67326569,Europe,Europe
United Kingdom,Surface area (sq. km),243610,243610,243610,243610,243610,243610,243610,243610,243610,,Europe,Europe
United Kingdom,Imports of goods and services (current US$),411353097052.004,447141776365.562,480358213429.257,638557305016.477,847526343926.61,922260451377.139,813002944791.767,922678685360.227,773770932742.87,900168554104.287,Europe,Europe
United Kingdom,Exports of goods and services (current US$),398645246770.454,419695869269.178,433429256594.724,576964481874.771,814031200006.45,867797087183.393,768410096877.106,884926960159.758,781919655113.867,860134991473.265,Europe,Europe
United States,GDP (current US$),9062818202000,10250947997000,10929112955000,12217193198000,16253972230000,17550680174000,18695110842000,20527156026000,20893743833000,22996100000000,North America,Americas
